gbif_id,powo_id,score,common_names,family_scientific_name,family_authorship,family_without_author,genus_scientific_name,genus_authorship,genus_without_author,scientific_name,scientific_authorship,scientific_without_author
3146888,203908-1,0.97933,Seaside Daisy; Seaside fleabane; Alpine fleabane,Asteraceae,,Asteraceae,Erigeron,,Erigeron,Erigeron glaucus Ker Gawl.,Ker Gawl.,Erigeron glaucus
